"Chrom","Start","End","EnsID"
NA,129049,129167,"ENSSSAG00000092846"
NA,205183,205301,"ENSSSAG00000118163"
9,37082972,37145644,"ENSSSAG00000004456"
22,9253739,9258735,"ENSSSAG00000051497"
NA,342465,342583,"ENSSSAG00000101077"
5,90982104,90983669,"ENSSSAG00000101736"
NA,101581,101699,"ENSSSAG00000110531"
NA,216611,216729,"ENSSSAG00000099505"
5,90983844,90984848,"ENSSSAG00000085909"
2,73898380,73898889,"ENSSSAG00000000436"
NA,184646,184764,"ENSSSAG00000093437"
18,83837483,83840110,"ENSSSAG00000098581"
NA,230166,230284,"ENSSSAG00000103517"
2,13951946,13963356,"ENSSSAG00000043194"
5,91236584,91237051,"ENSSSAG00000088006"
NA,144496,144614,"ENSSSAG00000101963"
NA,290584,290702,"ENSSSAG00000117744"
5,92085358,92085973,"ENSSSAG00000115542"
10,20586060,20613075,"ENSSSAG00000064229"
NA,204082,204199,"ENSSSAG00000088629"
9,3850627,3856246,"ENSSSAG00000009287"
NA,158331,158449,"ENSSSAG00000102257"
9,37583200,37612729,"ENSSSAG00000063864"
23,36239877,36241675,"ENSSSAG00000092247"
NA,40058,40176,"ENSSSAG00000107442"
NA,45689,45807,"ENSSSAG00000087672"
5,92364291,92364999,"ENSSSAG00000120830"
NA,276209,276318,"ENSSSAG00000121116"
NA,54246,54364,"ENSSSAG00000091649"
29,40408188,40421370,"ENSSSAG00000066728"
NA,225857,225974,"ENSSSAG00000108409"
2,90054529,90139695,"ENSSSAG00000106790"
5,92593236,92595017,"ENSSSAG00000096093"
18,83905222,83906497,"ENSSSAG00000095421"
NA,407584,407702,"ENSSSAG00000092627"
2,73915225,73917831,"ENSSSAG00000106017"
NA,114132,114250,"ENSSSAG00000110424"
5,92143827,92146419,"ENSSSAG00000096181"
NA,17814,17932,"ENSSSAG00000098328"
23,31902903,31908152,"ENSSSAG00000086393"
10,27325708,27360450,"ENSSSAG00000066116"
NA,85640,85758,"ENSSSAG00000083051"
NA,414371,414488,"ENSSSAG00000083398"
NA,227169,227286,"ENSSSAG00000084983"
2,90154883,90247914,"ENSSSAG00000081748"
NA,407842,407959,"ENSSSAG00000113736"
18,81562084,81588717,"ENSSSAG00000043015"
NA,49844,49962,"ENSSSAG00000104253"
23,37918431,37953753,"ENSSSAG00000072432"
22,6577950,6620697,"ENSSSAG00000067360"
NA,336444,336562,"ENSSSAG00000081955"
NA,94782,94901,"ENSSSAG00000090632"
NA,272694,272812,"ENSSSAG00000112937"
NA,169628,169746,"ENSSSAG00000096209"
NA,212192,212310,"ENSSSAG00000109369"
NA,52437,52555,"ENSSSAG00000102826"
NA,301597,301715,"ENSSSAG00000097234"
NA,192536,192657,"ENSSSAG00000112178"
NA,2117,2234,"ENSSSAG00000083218"
10,20617895,20622753,"ENSSSAG00000099818"
2,90106411,90176251,"ENSSSAG00000092668"
NA,83574,83682,"ENSSSAG00000099116"
NA,353439,353558,"ENSSSAG00000103626"
14,74899645,74904894,"ENSSSAG00000073182"
NA,106015,106133,"ENSSSAG00000099013"
NA,221820,221938,"ENSSSAG00000115830"
NA,84866,84984,"ENSSSAG00000084375"
NA,16762,16879,"ENSSSAG00000114203"
23,34622918,34661040,"ENSSSAG00000099929"
2,90137420,90447787,"ENSSSAG00000092829"
NA,148954,149072,"ENSSSAG00000083397"
NA,192958,193077,"ENSSSAG00000117539"
2,73951130,73974685,"ENSSSAG00000000425"
NA,227683,227801,"ENSSSAG00000111875"
NA,324422,324540,"ENSSSAG00000115400"
10,27362233,27405040,"ENSSSAG00000066137"
NA,232781,232899,"ENSSSAG00000085819"
NA,217207,217325,"ENSSSAG00000120929"
2,90213847,90446734,"ENSSSAG00000094064"
23,34646900,34761595,"ENSSSAG00000064482"
2,93983112,93987825,"ENSSSAG00000112349"
1,143910248,144038580,"ENSSSAG00000081911"
9,3900650,4126367,"ENSSSAG00000009277"
NA,142412,142520,"ENSSSAG00000113025"
NA,200417,200535,"ENSSSAG00000115397"
7,46585107,46628786,"ENSSSAG00000106228"
20,72224317,72236434,"ENSSSAG00000100698"
NA,191671,191788,"ENSSSAG00000120655"
NA,37396,37515,"ENSSSAG00000120316"
2,90259056,90287809,"ENSSSAG00000089326"
NA,387397,387505,"ENSSSAG00000103401"
NA,93997,94115,"ENSSSAG00000115372"
29,40418756,40435133,"ENSSSAG00000066730"
14,74979926,74985636,"ENSSSAG00000101954"
NA,357359,357477,"ENSSSAG00000085899"
9,32956838,32970903,"ENSSSAG00000091105"
NA,98171,98288,"ENSSSAG00000106308"
9,3945693,4036188,"ENSSSAG00000095285"
NA,241379,241496,"ENSSSAG00000112016"
NA,186230,186348,"ENSSSAG00000115149"
17,74970755,74973467,"ENSSSAG00000107754"
27,41139525,41475266,"ENSSSAG00000086811"
14,74986369,74998316,"ENSSSAG00000070466"
23,34683767,34693472,"ENSSSAG00000098429"
NA,155718,155836,"ENSSSAG00000091364"
NA,86426,86544,"ENSSSAG00000085329"
1,4812687,4815594,"ENSSSAG00000055921"
NA,315258,315376,"ENSSSAG00000104606"
2,90295399,90502216,"ENSSSAG00000122171"
NA,172526,172644,"ENSSSAG00000099026"
17,74970762,74972487,"ENSSSAG00000116944"
9,4293172,4309146,"ENSSSAG00000009254"
NA,413327,413445,"ENSSSAG00000117658"
NA,189912,190030,"ENSSSAG00000085034"
7,45648334,45669133,"ENSSSAG00000091551"
NA,255635,255753,"ENSSSAG00000104218"
11,68147066,68208602,"ENSSSAG00000088430"
NA,36352,36470,"ENSSSAG00000121560"
8,22569911,22571815,"ENSSSAG00000100033"
NA,152073,152191,"ENSSSAG00000083804"
14,74998371,74999892,"ENSSSAG00000120367"
23,34717760,34733628,"ENSSSAG00000112145"
2,73951693,74054065,"ENSSSAG00000050354"
NA,227425,227543,"ENSSSAG00000095311"
17,75024899,75025686,"ENSSSAG00000102402"
NA,137970,138088,"ENSSSAG00000088395"
NA,169886,170004,"ENSSSAG00000100449"
NA,439228,439346,"ENSSSAG00000114132"
9,4322828,4420642,"ENSSSAG00000009213"
NA,156796,156914,"ENSSSAG00000114436"
NA,23584,23701,"ENSSSAG00000085796"
17,75026389,75027014,"ENSSSAG00000051586"
23,34769701,34770579,"ENSSSAG00000119380"
NA,140041,140159,"ENSSSAG00000085516"
2,74011926,74013724,"ENSSSAG00000116877"
20,72259313,72270228,"ENSSSAG00000057427"
NA,289012,289130,"ENSSSAG00000109238"
NA,101839,101947,"ENSSSAG00000081818"
NA,288226,288344,"ENSSSAG00000092424"
29,40998935,41096109,"ENSSSAG00000066748"
2,83302252,83306860,"ENSSSAG00000085649"
9,37692306,37780992,"ENSSSAG00000063876"
NA,60457,60575,"ENSSSAG00000111973"
NA,150501,150619,"ENSSSAG00000094806"
23,34765469,34777589,"ENSSSAG00000064501"
NA,106543,106661,"ENSSSAG00000092087"
NA,195818,195936,"ENSSSAG00000093527"
13,8821062,8848113,"ENSSSAG00000070697"
NA,139284,139400,"ENSSSAG00000120698"
NA,69894,70011,"ENSSSAG00000084891"
NA,161475,161583,"ENSSSAG00000113361"
NA,110467,110585,"ENSSSAG00000085440"
9,113321588,113354597,"ENSSSAG00000063066"
NA,277502,277610,"ENSSSAG00000087156"
14,75000860,75025998,"ENSSSAG00000089283"
2,83136518,83148476,"ENSSSAG00000101315"
17,72875623,72891087,"ENSSSAG00000006336"
NA,154965,155083,"ENSSSAG00000108600"
13,10656049,10656997,"ENSSSAG00000048614"
NA,159903,160021,"ENSSSAG00000119017"
NA,62299,62417,"ENSSSAG00000112340"
NA,386869,386987,"ENSSSAG00000093116"
NA,87201,87319,"ENSSSAG00000091360"
NA,273985,274103,"ENSSSAG00000104739"
NA,38944,39062,"ENSSSAG00000098205"
NA,320233,320351,"ENSSSAG00000092881"
2,83160588,83180579,"ENSSSAG00000118375"
NA,39988,40106,"ENSSSAG00000105106"
NA,186467,186575,"ENSSSAG00000084896"
NA,211691,211808,"ENSSSAG00000100409"
NA,268303,268421,"ENSSSAG00000090616"
1,6362963,6376567,"ENSSSAG00000053919"
9,113356822,113379189,"ENSSSAG00000063071"
13,8855305,8920753,"ENSSSAG00000070663"
NA,100267,100385,"ENSSSAG00000104407"
NA,306581,306699,"ENSSSAG00000100000"
14,75042390,75044091,"ENSSSAG00000118836"
NA,33747,33865,"ENSSSAG00000117888"
2,74104857,74112382,"ENSSSAG00000101708"
NA,200225,200342,"ENSSSAG00000106385"
13,11073583,11093959,"ENSSSAG00000063568"
NA,29079,29197,"ENSSSAG00000099552"
2,83179816,83197571,"ENSSSAG00000090894"
NA,389720,389838,"ENSSSAG00000089364"
NA,142925,143043,"ENSSSAG00000106552"
NA,179512,179630,"ENSSSAG00000108209"
NA,55268,55386,"ENSSSAG00000118727"
25,52454593,52459714,"ENSSSAG00000113315"
NA,194258,194376,"ENSSSAG00000108995"
20,72279190,72317184,"ENSSSAG00000057682"
NA,170942,171060,"ENSSSAG00000113641"
NA,419883,420001,"ENSSSAG00000120292"
29,41012430,41012760,"ENSSSAG00000087359"
NA,340893,341011,"ENSSSAG00000111908"
NA,92956,93074,"ENSSSAG00000086996"
9,4426817,4796065,"ENSSSAG00000009062"
NA,401849,401967,"ENSSSAG00000122035"
NA,217994,218112,"ENSSSAG00000104418"
7,45159950,45165128,"ENSSSAG00000108530"
8,22585410,22588936,"ENSSSAG00000101040"
NA,73037,73155,"ENSSSAG00000088224"
NA,329913,330031,"ENSSSAG00000113004"
1,149102641,149107856,"ENSSSAG00000120666"
2,94082661,94091598,"ENSSSAG00000043943"
NA,97913,98031,"ENSSSAG00000112311"
NA,281153,281270,"ENSSSAG00000086737"
NA,156537,156655,"ENSSSAG00000094516"
13,12844242,12848968,"ENSSSAG00000004156"
NA,253043,253161,"ENSSSAG00000107666"
NA,75137,75255,"ENSSSAG00000091291"
NA,258732,258850,"ENSSSAG00000110611"
NA,127751,127869,"ENSSSAG00000086426"
8,22622814,22629517,"ENSSSAG00000116583"
22,56380790,56406817,"ENSSSAG00000087297"
NA,284554,284672,"ENSSSAG00000119280"
NA,132447,132565,"ENSSSAG00000104936"
NA,283240,283358,"ENSSSAG00000112484"
29,41077485,41419124,"ENSSSAG00000105803"
NA,167523,167641,"ENSSSAG00000105067"
14,75047408,75049798,"ENSSSAG00000082133"
25,52509924,52543318,"ENSSSAG00000107570"
NA,145810,145928,"ENSSSAG00000109858"
NA,262861,262979,"ENSSSAG00000088911"
23,34780811,35128313,"ENSSSAG00000064513"
2,83320236,83380781,"ENSSSAG00000118491"
9,111664481,111677003,"ENSSSAG00000109701"
NA,49316,49434,"ENSSSAG00000119074"
1,142491748,142510964,"ENSSSAG00000083874"
NA,424340,424458,"ENSSSAG00000110608"
NA,31413,31531,"ENSSSAG00000113013"
NA,314731,314848,"ENSSSAG00000112109"
4,40755613,40758877,"ENSSSAG00000002096"
29,41120920,41141756,"ENSSSAG00000116141"
NA,149211,149329,"ENSSSAG00000093576"
NA,270627,270744,"ENSSSAG00000088878"
8,22609589,22627053,"ENSSSAG00000120844"
14,75049998,75096551,"ENSSSAG00000107018"
NA,139540,139657,"ENSSSAG00000116095"
NA,103658,103776,"ENSSSAG00000099830"
NA,129632,129750,"ENSSSAG00000087307"
NA,80800,80918,"ENSSSAG00000117988"
NA,25678,25796,"ENSSSAG00000116974"
NA,176481,176599,"ENSSSAG00000108286"
25,52555720,52717305,"ENSSSAG00000084688"
14,75085181,75092168,"ENSSSAG00000106306"
2,83395815,83406775,"ENSSSAG00000089701"
9,111667895,111706322,"ENSSSAG00000042281"
NA,220788,220906,"ENSSSAG00000115330"
NA,44916,45034,"ENSSSAG00000115774"
18,81589361,81614346,"ENSSSAG00000043589"
NA,367774,367892,"ENSSSAG00000114650"
NA,166748,166866,"ENSSSAG00000088070"
NA,294783,294901,"ENSSSAG00000102792"
14,75154103,75162249,"ENSSSAG00000073194"
15,4099291,4100093,"ENSSSAG00000073402"
9,4887542,5199445,"ENSSSAG00000099464"
NA,188864,188983,"ENSSSAG00000094764"
NA,258216,258334,"ENSSSAG00000104883"
9,91300635,91302462,"ENSSSAG00000068142"
4,40765880,40784335,"ENSSSAG00000002127"
NA,117544,117662,"ENSSSAG00000108312"
NA,178727,178844,"ENSSSAG00000096603"
NA,111509,111626,"ENSSSAG00000101207"
27,41389061,41397515,"ENSSSAG00000116306"
NA,437918,438036,"ENSSSAG00000084930"
NA,54504,54622,"ENSSSAG00000089656"
2,83407735,83432372,"ENSSSAG00000116311"
14,75162030,75166854,"ENSSSAG00000083866"
19,23421016,23421445,"ENSSSAG00000108093"
NA,190962,191080,"ENSSSAG00000094784"
2,37177169,37184763,"ENSSSAG00000120443"
23,33923097,33957324,"ENSSSAG00000039790"
13,10676111,10691916,"ENSSSAG00000048312"
NA,56054,56172,"ENSSSAG00000094091"
2,83439237,83445554,"ENSSSAG00000000629"
14,75572114,75592742,"ENSSSAG00000073209"
27,41422583,41431967,"ENSSSAG00000065935"
NA,62815,62933,"ENSSSAG00000109596"
10,95584361,95588855,"ENSSSAG00000096043"
NA,29607,29725,"ENSSSAG00000118014"
19,23401563,23553407,"ENSSSAG00000046212"
29,41336164,41419801,"ENSSSAG00000066844"
2,83452579,83456115,"ENSSSAG00000003478"
9,5317555,5365673,"ENSSSAG00000008527"
6,9130341,9134552,"ENSSSAG00000003608"
NA,153123,153241,"ENSSSAG00000082380"
14,75191810,75194418,"ENSSSAG00000105935"
2,37185021,37286963,"ENSSSAG00000043154"
7,48699084,48715874,"ENSSSAG00000009664"
NA,174368,174486,"ENSSSAG00000107976"
18,81651047,81655494,"ENSSSAG00000103878"
NA,118330,118448,"ENSSSAG00000099864"
9,91303530,91339227,"ENSSSAG00000068150"
11,69756706,69809566,"ENSSSAG00000004149"
NA,220352,220469,"ENSSSAG00000107865"
2,83456637,83457753,"ENSSSAG00000083136"
NA,115716,115834,"ENSSSAG00000097205"
18,81664192,81668211,"ENSSSAG00000043606"
10,94506752,94543004,"ENSSSAG00000070857"
4,40443708,40457881,"ENSSSAG00000000794"
8,22650057,22707727,"ENSSSAG00000040085"
NA,203041,203159,"ENSSSAG00000111972"
NA,45947,46055,"ENSSSAG00000116329"
2,83492223,83513078,"ENSSSAG00000015381"
NA,33231,33349,"ENSSSAG00000091698"
7,45788371,45811698,"ENSSSAG00000002504"
NA,110725,110842,"ENSSSAG00000106286"
NA,109683,109800,"ENSSSAG00000093746"
1,141351653,141354814,"ENSSSAG00000042732"
NA,34005,34123,"ENSSSAG00000089501"
NA,77473,77592,"ENSSSAG00000103563"
6,8093014,8138867,"ENSSSAG00000001261"
25,52557034,52560135,"ENSSSAG00000086430"
NA,79508,79626,"ENSSSAG00000095489"
2,76468210,76469516,"ENSSSAG00000116567"
13,61264744,61306829,"ENSSSAG00000079188"
NA,67668,67786,"ENSSSAG00000104514"
17,72429651,72496345,"ENSSSAG00000085985"
25,52562163,52748167,"ENSSSAG00000092405"
NA,32187,32305,"ENSSSAG00000091583"
NA,146596,146714,"ENSSSAG00000095262"
2,75860509,75926015,"ENSSSAG00000111173"
18,82868412,82900643,"ENSSSAG00000084342"
15,25676060,25681531,"ENSSSAG00000120835"
4,40469397,40471572,"ENSSSAG00000000816"
17,72499909,72514541,"ENSSSAG00000089693"
15,25822236,25823655,"ENSSSAG00000084611"
27,41451633,41473784,"ENSSSAG00000065950"
13,8930069,8932833,"ENSSSAG00000099394"
17,72517447,72531035,"ENSSSAG00000110108"
7,45792866,45798087,"ENSSSAG00000082533"
22,56413127,56430160,"ENSSSAG00000098521"
7,45810709,45850171,"ENSSSAG00000002515"
2,13978655,13996427,"ENSSSAG00000066514"
15,25879515,26048719,"ENSSSAG00000048064"
1,142510458,142513912,"ENSSSAG00000082784"
15,4109822,4167268,"ENSSSAG00000106328"
2,83569791,83601785,"ENSSSAG00000009258"
14,75592610,75597886,"ENSSSAG00000085969"
26,50598904,50600670,"ENSSSAG00000098252"
2,54508011,54531998,"ENSSSAG00000046937"
1,143743928,143756643,"ENSSSAG00000089033"
26,50778596,50780462,"ENSSSAG00000008806"
5,77102234,77105284,"ENSSSAG00000002890"
22,6626196,6634850,"ENSSSAG00000105456"
8,22754674,22786316,"ENSSSAG00000110135"
4,39772359,39785418,"ENSSSAG00000080786"
11,68147067,68152617,"ENSSSAG00000088294"
7,45848318,45853985,"ENSSSAG00000002526"
1,6094016,6097277,"ENSSSAG00000108437"
14,75598068,75628842,"ENSSSAG00000073221"
11,69814932,69848576,"ENSSSAG00000004253"
22,3769443,3796603,"ENSSSAG00000050524"
7,23764532,23783352,"ENSSSAG00000005776"
1,6124384,6127243,"ENSSSAG00000056816"
26,50810131,51035749,"ENSSSAG00000009185"
1,132136606,132138434,"ENSSSAG00000000715"
9,146419404,146475319,"ENSSSAG00000102429"
5,80727953,80731572,"ENSSSAG00000114671"
7,45872944,45884477,"ENSSSAG00000100349"
1,145856168,145884608,"ENSSSAG00000004026"
2,83601902,83635755,"ENSSSAG00000003450"
8,22795938,22799762,"ENSSSAG00000061716"
22,5064028,5102913,"ENSSSAG00000063429"
22,56431341,56449712,"ENSSSAG00000089967"
1,134713935,134717551,"ENSSSAG00000009363"
2,83715517,83743746,"ENSSSAG00000118397"
5,74811468,74825616,"ENSSSAG00000082499"
8,22809486,22927215,"ENSSSAG00000106011"
1,6097372,6124353,"ENSSSAG00000056846"
7,45960094,46019486,"ENSSSAG00000096659"
10,24556761,24587940,"ENSSSAG00000005316"
13,65966985,65977158,"ENSSSAG00000080322"
5,75143933,75233626,"ENSSSAG00000094347"
11,69850473,69862395,"ENSSSAG00000004546"
10,24593657,24597914,"ENSSSAG00000089657"
1,51508395,51509698,"ENSSSAG00000006587"
9,146381455,146386453,"ENSSSAG00000115364"
9,146631594,146769180,"ENSSSAG00000056420"
10,24601184,24626544,"ENSSSAG00000005548"
16,13761456,13794507,"ENSSSAG00000067241"
1,56424381,56429627,"ENSSSAG00000104476"
14,75220098,75244477,"ENSSSAG00000106742"
14,52986192,53039611,"ENSSSAG00000010340"
2,83743799,83823740,"ENSSSAG00000092488"
1,57355500,57358998,"ENSSSAG00000062552"
4,39784290,39794646,"ENSSSAG00000080811"
7,46019013,46037057,"ENSSSAG00000002881"
1,51551374,51554357,"ENSSSAG00000006603"
10,94058364,94071305,"ENSSSAG00000049952"
8,22893071,22899598,"ENSSSAG00000120188"
2,81871278,81874793,"ENSSSAG00000117207"
1,139117335,139130420,"ENSSSAG00000069016"
2,81946388,81947180,"ENSSSAG00000104368"
22,58667846,58788771,"ENSSSAG00000059670"
2,83012217,83016943,"ENSSSAG00000091261"
10,94071850,94075161,"ENSSSAG00000114404"
14,75570574,75573076,"ENSSSAG00000073202"
8,22916021,22919154,"ENSSSAG00000117843"
16,18577850,18605890,"ENSSSAG00000064613"
2,83013323,83016899,"ENSSSAG00000108908"
2,84283193,84284110,"ENSSSAG00000115687"
13,8932581,9007309,"ENSSSAG00000040635"
5,73749454,73761369,"ENSSSAG00000084648"
2,84284780,84288125,"ENSSSAG00000114324"
10,94078122,94082511,"ENSSSAG00000120434"
2,84291724,84297500,"ENSSSAG00000101045"
3,16330874,16333036,"ENSSSAG00000003180"
2,81867958,81876228,"ENSSSAG00000118335"
2,93961755,93979697,"ENSSSAG00000001070"
13,9060519,9072562,"ENSSSAG00000119038"
1,134492815,134523813,"ENSSSAG00000008565"
18,82874228,82886036,"ENSSSAG00000114782"
2,81991074,81992453,"ENSSSAG00000085971"
2,84293904,84296978,"ENSSSAG00000087008"
14,70606395,70730563,"ENSSSAG00000008273"
1,56175826,56177980,"ENSSSAG00000027035"
18,82901911,82923111,"ENSSSAG00000110030"
2,92524006,92627213,"ENSSSAG00000085862"
3,12334195,12340714,"ENSSSAG00000083260"
2,84826526,84828466,"ENSSSAG00000099841"
3,75092681,75092983,"ENSSSAG00000001641"
3,59669044,59669489,"ENSSSAG00000045249"
2,85283881,85285134,"ENSSSAG00000106250"
8,21365550,21366263,"ENSSSAG00000003355"
1,134594108,134599264,"ENSSSAG00000118342"
10,94088711,94140353,"ENSSSAG00000050091"
13,5795725,5806853,"ENSSSAG00000084761"
3,75129146,75129460,"ENSSSAG00000097604"
3,11688710,11701902,"ENSSSAG00000048503"
1,12767060,12780300,"ENSSSAG00000008574"
2,86078477,86079810,"ENSSSAG00000108326"
8,21373244,21374023,"ENSSSAG00000003353"
18,82935722,82953418,"ENSSSAG00000045045"
3,75138787,75139122,"ENSSSAG00000090208"
29,41419276,41426574,"ENSSSAG00000083000"
13,65979905,66034729,"ENSSSAG00000121221"
15,3102001,3117808,"ENSSSAG00000042359"
1,12834143,12837319,"ENSSSAG00000101521"
3,75140847,75151469,"ENSSSAG00000091185"
2,86090224,86097170,"ENSSSAG00000086345"
8,21546226,21546903,"ENSSSAG00000114387"
6,30401679,30413391,"ENSSSAG00000118509"
3,58858125,58895644,"ENSSSAG00000040423"
2,83515362,83517754,"ENSSSAG00000094469"
1,12872836,12934603,"ENSSSAG00000008582"
13,5803278,5806853,"ENSSSAG00000104059"
4,39787587,39800978,"ENSSSAG00000118468"
2,83825120,83827165,"ENSSSAG00000111059"
2,84413358,84414529,"ENSSSAG00000091492"
29,41422778,41445624,"ENSSSAG00000084277"
8,23987395,23990923,"ENSSSAG00000085803"
2,84826526,84828466,"ENSSSAG00000101342"
3,75182258,75192537,"ENSSSAG00000084032"
8,23994771,23997737,"ENSSSAG00000103695"
1,12930453,12931025,"ENSSSAG00000103575"
2,85283881,85285134,"ENSSSAG00000110810"
8,24708275,24715200,"ENSSSAG00000116947"
13,5820131,5863371,"ENSSSAG00000055052"
8,24800292,24800971,"ENSSSAG00000115031"
2,85413913,85419310,"ENSSSAG00000097627"
8,24880011,24883211,"ENSSSAG00000105350"
3,75205952,75206209,"ENSSSAG00000110833"
2,85413913,85414989,"ENSSSAG00000083772"
1,12942659,12972866,"ENSSSAG00000008598"
2,86078477,86079810,"ENSSSAG00000094408"
9,146638267,146639985,"ENSSSAG00000091069"
29,41485051,41486568,"ENSSSAG00000116585"
3,50527191,50555258,"ENSSSAG00000098374"
8,24890040,24891581,"ENSSSAG00000119988"
3,75241283,75241592,"ENSSSAG00000103806"
1,134672038,134705404,"ENSSSAG00000008845"
8,25178834,25179564,"ENSSSAG00000109565"
9,146797804,146808853,"ENSSSAG00000096044"
2,86090224,86097170,"ENSSSAG00000106372"
25,52569054,52573526,"ENSSSAG00000119572"
29,41502914,41526790,"ENSSSAG00000095934"
27,41870102,41877548,"ENSSSAG00000065962"
8,25267815,25268571,"ENSSSAG00000087793"
8,25369956,25370967,"ENSSSAG00000096331"
5,73771893,73793141,"ENSSSAG00000099891"
2,82304295,82304401,"ENSSSAG00000090855"
8,25377676,25382753,"ENSSSAG00000106901"
2,82296166,82296272,"ENSSSAG00000120616"
29,41558423,41576717,"ENSSSAG00000067007"
8,25391389,25392886,"ENSSSAG00000096681"
9,149724647,149738293,"ENSSSAG00000100135"
2,82281523,82281629,"ENSSSAG00000106196"
3,75243058,75243339,"ENSSSAG00000092083"
2,82292509,82292615,"ENSSSAG00000118181"
25,52769766,52836925,"ENSSSAG00000096864"
5,73782309,73782973,"ENSSSAG00000031537"
2,82280461,82280567,"ENSSSAG00000108900"
27,42415738,42416633,"ENSSSAG00000095437"
8,25737479,25744223,"ENSSSAG00000121569"
3,75248373,75248687,"ENSSSAG00000105196"
2,82310602,82310708,"ENSSSAG00000108172"
NA,112103,114948,"ENSSSAG00000084535"
2,82306095,82306201,"ENSSSAG00000099712"
8,26087465,26090691,"ENSSSAG00000115912"
3,60075673,60159724,"ENSSSAG00000001868"
5,73360289,73367730,"ENSSSAG00000005128"
8,27450633,27452055,"ENSSSAG00000084687"
2,82297980,82298086,"ENSSSAG00000089637"
8,27483985,27487910,"ENSSSAG00000096662"
2,82285159,82285265,"ENSSSAG00000119344"
3,75275547,75275879,"ENSSSAG00000103641"
8,28687998,28688877,"ENSSSAG00000098476"
2,82283331,82283437,"ENSSSAG00000094416"
3,75360295,75360609,"ENSSSAG00000102503"
8,20504827,20507309,"ENSSSAG00000106513"
2,82299782,82299888,"ENSSSAG00000121599"
8,20694646,20699217,"ENSSSAG00000111257"
2,82293423,82293529,"ENSSSAG00000110609"
8,20753526,20759419,"ENSSSAG00000082807"
2,82290690,82290796,"ENSSSAG00000107704"
3,75365642,75365923,"ENSSSAG00000093483"
2,82277435,82277541,"ENSSSAG00000099415"
8,21383100,21389097,"ENSSSAG00000103602"
2,82279578,82279684,"ENSSSAG00000099695"
2,82284240,82284346,"ENSSSAG00000115186"
8,21385898,21389607,"ENSSSAG00000115517"
27,42428084,42549458,"ENSSSAG00000066016"
3,75367388,75367691,"ENSSSAG00000093345"
2,82297077,82297183,"ENSSSAG00000092378"
NA,4418,89865,"ENSSSAG00000095825"
1,145882994,145894812,"ENSSSAG00000122235"
2,82298882,82298988,"ENSSSAG00000112932"
8,21437486,21439566,"ENSSSAG00000101579"
2,82303397,82303503,"ENSSSAG00000110332"
8,21459513,21465405,"ENSSSAG00000085237"
8,22539220,22540371,"ENSSSAG00000107494"
2,82309682,82309788,"ENSSSAG00000086950"
8,22545455,22547556,"ENSSSAG00000104096"
3,60120229,60125665,"ENSSSAG00000088645"
2,82294331,82294437,"ENSSSAG00000081858"
3,75402962,75403219,"ENSSSAG00000118029"
2,82300682,82300788,"ENSSSAG00000082250"
2,82311505,82311611,"ENSSSAG00000117766"
3,59532604,59537845,"ENSSSAG00000067926"
2,82305208,82305314,"ENSSSAG00000113912"
3,75414162,75424428,"ENSSSAG00000090205"
2,82286123,82286229,"ENSSSAG00000116981"
8,22546079,22547541,"ENSSSAG00000117287"
2,82287026,82287132,"ENSSSAG00000089496"
2,82289787,82289893,"ENSSSAG00000096484"
2,82307884,82307990,"ENSSSAG00000093118"
16,11765901,11789611,"ENSSSAG00000039650"
8,22636347,22640336,"ENSSSAG00000101384"
1,145894998,145943650,"ENSSSAG00000006668"
3,75452205,75452264,"ENSSSAG00000107377"
2,82306983,82307089,"ENSSSAG00000108812"
8,22646445,22649329,"ENSSSAG00000115594"
2,82295261,82295367,"ENSSSAG00000097126"
3,75470058,75470372,"ENSSSAG00000098375"
2,82287976,82288082,"ENSSSAG00000092550"
8,23142283,23143474,"ENSSSAG00000086405"
2,82275280,82275386,"ENSSSAG00000103062"
8,23145570,23146950,"ENSSSAG00000105019"
2,82301588,82301694,"ENSSSAG00000111381"
3,75525634,75525948,"ENSSSAG00000118935"
2,82288879,82288985,"ENSSSAG00000097059"
8,23172470,23173949,"ENSSSAG00000113236"
2,82291609,82291715,"ENSSSAG00000102642"
25,52844431,52847750,"ENSSSAG00000041220"
8,23493834,23495120,"ENSSSAG00000113760"
29,41587073,41587980,"ENSSSAG00000098072"
2,82308783,82308889,"ENSSSAG00000114277"
3,75559942,75560289,"ENSSSAG00000037543"
8,23502736,23505591,"ENSSSAG00000114213"
2,82282416,82282522,"ENSSSAG00000086618"
2,82278492,82278598,"ENSSSAG00000100765"
3,75571509,75571823,"ENSSSAG00000088496"
2,82266371,82266434,"ENSSSAG00000092603"
2,82276359,82276465,"ENSSSAG00000119054"
2,82302501,82302607,"ENSSSAG00000085233"
3,75649966,75650274,"ENSSSAG00000108066"
2,83851960,83852023,"ENSSSAG00000099597"
9,147202944,147214252,"ENSSSAG00000064831"
2,83051609,83064150,"ENSSSAG00000122076"
27,42513089,42514414,"ENSSSAG00000099100"
25,52431114,52432252,"ENSSSAG00000117845"
3,75654351,75654650,"ENSSSAG00000113932"
29,41612570,41694763,"ENSSSAG00000105857"
8,23638984,23640486,"ENSSSAG00000092109"
8,23639121,23643449,"ENSSSAG00000087644"
3,54837980,54861354,"ENSSSAG00000097289"
27,42568792,42705564,"ENSSSAG00000084387"
3,75674504,75674818,"ENSSSAG00000110816"
